period,subba,subba-name,parent,parent-name,timezone,value,value-units
2025-04-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,42743,megawatthours
2025-04-10,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,42819,megawatthours
2025-04-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2013,megawatthours
2025-04-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2011,megawatthours
2025-04-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2010,megawatthours
2025-04-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2011,megawatthours
2025-04-10,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2013,megawatthours
2025-04-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,239157,megawatthours
2025-04-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,238454,megawatthours
2025-04-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,237931,megawatthours
2025-04-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,238895,megawatthours
2025-04-09,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,239157,megawatthours
2025-04-09,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,279429,megawatthours
2025-04-09,SCE,Southern California Edison,CISO,California Independent System Operator,Central,278501,megawatthours
2025-04-09,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,278078,megawatthours
2025-04-09,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,278987,megawatthours
2025-04-09,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,279429,megawatthours
2025-04-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,45729,megawatthours
2025-04-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,45735,megawatthours
2025-04-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,45759,megawatthours
2025-04-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,45724,megawatthours
2025-04-09,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,45729,megawatthours
2025-04-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2070,megawatthours
2025-04-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2064,megawatthours
2025-04-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2061,megawatthours
2025-04-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2068,megawatthours
2025-04-09,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2070,megawatthours
2025-04-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,232354,megawatthours
2025-04-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,232387,megawatthours
2025-04-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,232449,megawatthours
2025-04-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,232356,megawatthours
2025-04-08,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,232354,megawatthours
2025-04-08,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,269596,megawatthours
2025-04-08,SCE,Southern California Edison,CISO,California Independent System Operator,Central,268771,megawatthours
2025-04-08,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,268475,megawatthours
2025-04-08,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,269147,megawatthours
2025-04-08,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,269596,megawatthours
2025-04-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,45310,megawatthours
2025-04-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,45192,megawatthours
2025-04-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,45118,megawatthours
2025-04-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,45232,megawatthours
2025-04-08,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,45310,megawatthours
2025-04-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1997,megawatthours
2025-04-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1994,megawatthours
2025-04-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1990,megawatthours
2025-04-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1996,megawatthours
2025-04-08,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1997,megawatthours
2025-04-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,239666,megawatthours
2025-04-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,238033,megawatthours
2025-04-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,237092,megawatthours
2025-04-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,238887,megawatthours
2025-04-07,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,239666,megawatthours
2025-04-07,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,260896,megawatthours
2025-04-07,SCE,Southern California Edison,CISO,California Independent System Operator,Central,259592,megawatthours
2025-04-07,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,258825,megawatthours
2025-04-07,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,260291,megawatthours
2025-04-07,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,260896,megawatthours
2025-04-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,43283,megawatthours
2025-04-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,43071,megawatthours
2025-04-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,42905,megawatthours
2025-04-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,43217,megawatthours
2025-04-07,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,43283,megawatthours
2025-04-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1781,megawatthours
2025-04-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1777,megawatthours
2025-04-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,1773,megawatthours
2025-04-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,1779,megawatthours
2025-04-07,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,1781,megawatthours
2025-04-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,212950,megawatthours
2025-04-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,212704,megawatthours
2025-04-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,212432,megawatthours
2025-04-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,212886,megawatthours
2025-04-06,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,212950,megawatthours
2025-04-06,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,235497,megawatthours
2025-04-06,SCE,Southern California Edison,CISO,California Independent System Operator,Central,234799,megawatthours
2025-04-06,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,234484,megawatthours
2025-04-06,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,235166,megawatthours
2025-04-06,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,235497,megawatthours
2025-04-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,39600,megawatthours
2025-04-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,39676,megawatthours
2025-04-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,39722,megawatthours
2025-04-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,39638,megawatthours
2025-04-06,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,39600,megawatthours
2025-04-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,2019,megawatthours
2025-04-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,2024,megawatthours
2025-04-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Eastern,2025,megawatthours
2025-04-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Mountain,2023,megawatthours
2025-04-06,VEA,Valley Electric Association,CISO,California Independent System Operator,Pacific,2019,megawatthours
2025-04-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Arizona,213525,megawatthours
2025-04-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Central,214539,megawatthours
2025-04-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Eastern,215084,megawatthours
2025-04-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Mountain,214016,megawatthours
2025-04-05,PGAE,Pacific Gas and Electric,CISO,California Independent System Operator,Pacific,213525,megawatthours
2025-04-05,SCE,Southern California Edison,CISO,California Independent System Operator,Arizona,240188,megawatthours
2025-04-05,SCE,Southern California Edison,CISO,California Independent System Operator,Central,241257,megawatthours
2025-04-05,SCE,Southern California Edison,CISO,California Independent System Operator,Eastern,241566,megawatthours
2025-04-05,SCE,Southern California Edison,CISO,California Independent System Operator,Mountain,240800,megawatthours
2025-04-05,SCE,Southern California Edison,CISO,California Independent System Operator,Pacific,240188,megawatthours
2025-04-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Arizona,39848,megawatthours
2025-04-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Central,40028,megawatthours
2025-04-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Eastern,40086,megawatthours
2025-04-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Mountain,39944,megawatthours
2025-04-05,SDGE,San Diego Gas and Electric,CISO,California Independent System Operator,Pacific,39848,megawatthours
2025-04-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Arizona,1976,megawatthours
2025-04-05,VEA,Valley Electric Association,CISO,California Independent System Operator,Central,1986,megawatthours
